test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",1,"소프트웨어설계",1,"요구사항 검증(Requirements Validation)과 관련한 설명으로 틀린 것은?","","① 요구사항이 고객이 정말 원하는 시스템을제대로 정의하고 있는지 점검하는 과정이다.","② 개발완료 이후에 문제점이 발견될 경우 막대한 재작업 비용이 들 수 있기 때문에 요구사항 검증은 매우 중요하다.","③ 요구사항이 실제 요구를 반영하는지, 문서상의 요구사항은 서로 상충되지 않는지 등을 점검한다.","④ 요구사항 검증 과정을 통해 모든 요구사항 문제를 발견할 수 있다.","④ 요구사항 검증 과정을 통해 모든 요구사항 문제를 발견할 수 있다.","요구사항 검증을 통해 대부분의 요구사항 문제를 발견할 수 있지만, 모든 요구사항 문제를 발견할 수 있는 것은 아닙니다."
"previous","220305",1,"소프트웨어설계",2,"UML 모델에서 한 사물의 명세가 바뀌면 다른사물에 영향을 주며, 일반적으로 한 클래스가다른 클래스를 오퍼레이션의 매개변수로 사용하는 경우에 나타나는 관계는?","","① Association","② Dependency","③ Realization","④ Generalization","② Dependency","한 클래스의 명세가 바뀌면 다른 클래스에 영향을 주며, 일반적으로 한 클래스가 다른 클래스를 오퍼레이션의 매개변수로 사용하는 경우에 나타나는 관계는 Dependency입니다."
"previous","220305",1,"소프트웨어설계",3,"익스트림 프로그래밍 (XP)에 대한 설명으로 틀린 것은?","","① 빠른 개발을 위해 테스트를 수행하지 않는다.","② 사용자의 요구사항은 언제든지 변할 수있다.","③ 고객과 직접 대면하며 요구사항을 이야기하기 위해 사용자 스토리(User Story)를 활용할 수 있다.","④ 기존의 방법론에 비해 실용성(Pragmatism)을 강조한 것이라고 볼 수있다.","① 빠른 개발을 위해 테스트를 수행하지 않는다.","익스트림 프로그래밍(XP)은 애자일 방법론의 한 종류로, 빠른 개발과 품질을 동시에 달성하기 위해 테스트를 중요하게 생각합니다."
"previous","220305",1,"소프트웨어설계",4,"소프트웨어 설계에서 사용되는 대표적인 추상화(Abstraction) 기법이 아닌 것은?","","① 자료 추상화","② 제어 추상화","③ 과정 추상화","④ 강도 추상화","④ 강도 추상화","강도 추상화는 소프트웨어 설계에서 사용되는 개념이 아닙니다."
"previous","220305",1,"소프트웨어설계",5,"객체지향 설계에서 정보 은닉(Information Hiding)과 관련한 설명으로 틀린 것은?","","① 필요하지 않은 정보는 접근할 수 없도록 하여 한 모듈 또는 하부시스템이 다른 모듈의 구현에 영향을 받지 않게 설계되는것을 의미한다.","② 모듈들 사이의 독립성을 유지시키는 데 도움이 된다.","③ 설계에서 은닉되어야 할 기본 정보로는 IP주소와 같은 물리적 코드, 상세 데이터 구조 등이 있다.","④ 모듈 내부의 자료 구조와 접근 동작들에만 수정을 국한하기 때문에 요구사항 등변화에 따른 수정이 불가능하다.","④ 모듈 내부의 자료 구조와 접근 동작들에만 수정을 국한하기 때문에 요구사항 등변화에 따른 수정이 불가능하다.","정보 은닉은 모듈 내부의 자료 구조와 접근 동작들을 숨기기 때문에, 요구사항 변화에 따라 이러한 부분들을 수정할 수 있습니다."
"previous","220305",1,"소프트웨어설계",6,"소프트웨어 공학에서 모델링 (Modeling)과관련한 설명으로 틀린 것은?","","① 개발팀이 응용문제를 이해하는 데 도움을 줄 수 있다.","② 유지보수 단계에서만 모델링 기법을 활용한다.","③ 개발될 시스템에 대하여 여러 분야의 엔지니어들이 공통된 개념을 공유하는 데 도움을 준다.","④ 절차적인 프로그램을 위한 자료흐름도는 프로세스 위주의 모델링 방법이다.","② 유지보수 단계에서만 모델링 기법을 활용한다.","모델링 기법은 소프트웨어 개발의 모든 단계에서 활용됩니다."
"previous","220305",1,"소프트웨어설계",7,"요구 분석(Requirement Analysis)에 대한 설명으로 틀린 것은?","","① 요구 분석은 소프트웨어 개발의 실제적인 첫 단계로 사용자의 요구에 대해 이해하는 단계라 할 수 있다.","② 요구 추출(Requirement Elicitation)은 프로젝트 계획 단계에 정의한 문제의 범위 안에 있는 사용자의 요구를 찾는 단계이다.","③ 도메인 분석(Domain Analysis)은 요구에 대한 정보를 수집하고 배경을 분석하여 이를 토대로 모델링을 하게 된다.","④ 기능적(Functional) 요구에서 시스템 구축에대한 성능, 보안, 품질, 안정 등에 대한 성능, 보안, 품질, 안정 등에 대한 요구사항을 도출한다.","④ 기능적(Functional) 요구에서 시스템 구축에대한 성능, 보안, 품질, 안정 등에 대한 성능, 보안, 품질, 안정 등에 대한 요구사항을 도출한다.","기능적 요구에서 시스템 구축에 대한 성능, 보안, 품질, 안정 등에 대한 요구사항을 도출하는 것은 옳지 않습니다."
"previous","220305",1,"소프트웨어설계",8,"클래스 다이어그램의 요소로 다음 설명에 해당하는 용어는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210814%2FDEVOLT_EXAM_MOCK_210814_08.gif?alt=media","① Instance","② Operation","③ Item","④ Hiding","② Operation","클래스 다이어그램에서 Operation은 클래스가 수행할 수 있는 동작이나 함수를 나타내는 요소입니다."
"previous","220305",1,"소프트웨어설계",9,"분산 시스템을 위한 마스터-슬레이브(Master-Slave) 아키텍처에 대한 설명으로 틀린 것은?","","① 일반적으로 실시간 시스템에서 사용된다.","② 마스터 프로세스는 일반적으로 연산, 통신, 조정을 책임진다.","③ 슬레이브 프로세스는 데이터 수집 기능을 수행할 수 없다.","④ 마스터 프로세스는 슬레이브 프로세스들을 제어할 수 있다.","③ 슬레이브 프로세스는 데이터 수집 기능을 수행할 수 없다.","슬레이브 프로세스는 데이터를 수집하여 마스터 프로세스에 전송할 수 있습니다."
"previous","220305",1,"소프트웨어설계",10,"슬레이브 프로세스는 데이터를 수집하여 마스터 프로세스에 전송할 수 있습니다.","","① Data Flow Diagram","② UML Diagram","③ E-R Diagram","④ AVL Diagram","④ AVL Diagram","AVL Diagram은 자료구조를 표현하는 다이어그램으로, 요구 사항 정의 및 분석·설계의 결과물을 표현하기 위한 다이어그램은 아닙니다."
"previous","220305",1,"소프트웨어설계",11,"객체지향의 주요 개념에 대한 설명으로 틀린 것은?","","① 캡슐화는 상위클래스에서 속성이나 연산을 전달받아 새로운 형태의 클래스로 확장하여 사용하는 것을 의미한다.","② 객체는 실세계에 존재하거나 생각할 수 있는 것을 말한다.","③ 클래스는 하나 이상의 유사한 객체들을 묶어 공통된 특성을 표현한 것이다.","④ 다형성은 상속받은 여러 개의 하위 객체들이 다른 형태의 특성을 갖는 객체로 이용될 수 있는 성질이다.","① 캡슐화는 상위클래스에서 속성이나 연산을 전달받아 새로운 형태의 클래스로 확장하여 사용하는 것을 의미한다.","객체지향의 주요 개념인 캡슐화는 객체의 속성과 기능을 하나로 묶어서 외부로부터 은닉하는 것을 의미합니다."
"previous","220305",1,"소프트웨어설계",12,"사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?","","① 사용자와 시스템이 정보를 주고받는 상호작용이 잘 이루어지도록 하는 장치나 소프트웨어를 의미한다.","② 편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.","③ 배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.","④ 사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.","② 편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.","UI는 사용자의 편의성과 사용성을 최우선으로 고려하여 설계되어야 합니다."
"previous","220305",1,"소프트웨어설계",13,"GoF(Gang of Four) 디자인 패턴과 관련한 설명으로 틀린 것은?","","① 디자인 패턴을 목적(Purpose)으로 분류할 때 생성, 구조, 행위로 분류할 수 있다.","② Strategy 패턴은 대표적인 구조 패턴으로 인스턴스를 복제하여 사용하는 구조를 말한다.","③ 행위 패턴은 클래스나 객체들이 상호작용하는 방법과 책임을 분산하는 방법을 정의한다.","④ Singleton 패턴은 특정 클래스의 인스턴스가 오직 하나임을 보장하고, 이 인스턴스에 대한 접근 방법을 제공한다.","② Strategy 패턴은 대표적인 구조 패턴으로 인스턴스를 복제하여 사용하는 구조를 말한다.","Strategy 패턴은 구조 패턴이 아니라 행위 패턴입니다."
"previous","220305",1,"소프트웨어설계",14,"애자일 개발 방법론과 관련한 설명으로 틀린 것은?","","① 빠른 릴리즈를 통해 문제점을 빠르게 파악할 수 있다.","② 정확한 결과 도출을 위해 계획 수립과 문서화에 중점을 둔다.","③ 고객과의 의사소통을 중요하게 생각한다.","④ 진화하는 요구사항을 수용하는데 적합하다.","② 정확한 결과 도출을 위해 계획 수립과 문서화에 중점을 둔다.","애자일 개발 방법론은 변화에 유연하게 대응하기 위해 계획 수립과 문서화를 최소화합니다."
"previous","220305",1,"소프트웨어설계",15,"럼바우(Rumbaugh)의 객체지향 분석 기법 중 자료 흐름도(DFD)를 주로 이용하는 것은?","","① 기능 모델링","② 동적 모델링","③ 객체 모델링","④ 정적 모델링","① 기능 모델링","자료 흐름도는 시스템의 데이터 흐름을 표현하는 모델로, 기능 모델링에 속합니다."
"previous","220305",1,"소프트웨어설계",16,"순차 다이어그램(Sequence Diagram)과 관련한 설명으로 틀린 것은?","","① 객체들의 상호 작용을 나타내기 위해 사용한다.","② 시간의 흐름에 따라 객체들이 주고 받는 메시지의 전달 과정을 강조한다.","③ 동적 다이어그램보다는 정적 다이어그램에 가깝다.","④ 교류 다이어그램(Interaction Diagram)의 한 종류로 볼 수 있다.","③ 동적 다이어그램보다는 정적 다이어그램에 가깝다.","순차 다이어그램은 시간의 흐름에 따라 객체들이 주고 받는 메시지의 전달 과정을 강조하는 다이어그램으로, 시스템의 동작을 표현하는 데 사용됩니다."
"previous","220305",1,"소프트웨어설계",17,"객체지향 분석 기법과 관련한 설명으로 틀린것은?","","① 동적 모델링 기법이 사용될 수 있다.","② 기능 중심으로 시스템을 파악하며 순차적인처리가 중요시되는 하향식(Top-down)방식으로 볼 수 있다.","③ 데이터와 행위를 하나로 묶어 객체를 정의내리고 추상화시키는 작업이라 할 수 있다.","④ 코드 재사용에 의한 프로그램 생산성 향상 및 요구에 따른 시스템의 쉬운 변경이 가능하다.","② 기능 중심으로 시스템을 파악하며 순차적인처리가 중요시되는 하향식(Top-down)방식으로 볼 수 있다.","객체지향 분석 기법은 객체와 관계를 중심으로 시스템을 파악하는 기법입니다."
"previous","220305",1,"소프트웨어설계",18,"대표적으로 DOS 및 Unix 등의 운영체제에서조작을 위해 사용하던 것으로, 정해진 명령문자열을 입력하여 시스템을 조작하는 사용자인터페이스(User Interface)는?","","① GUI(Graphical User Interface)","② CLI(Command Line Interface)","③ CUI(Cell User Interface)","④ MUI(Mobile User Interface)","② CLI(Command Line Interface)","CLI(Command Line Interface)는 명령어를 입력하여 시스템을 조작하는 사용자 인터페이스입니다."
"previous","220305",1,"소프트웨어설계",19,"분산 시스템에서의 미들웨어 (Middleware)와 관련한 설명으로 틀린 것은?","","① 분산 시스템에서 다양한 부분을 관리하고 통신하며 데이터를 교환하게 해주는소프트웨어로 볼 수 있다.","② 위치 투명성(Location Transparency)을 제공한다.","③ 분산 시스템의 여러 컴포넌트가 요구하는 재사용가능한 서비스의 구현을 제공한다.","④ 애플리케이션과 사용자 사이에서만 분산서비스를 제공한다.","④ 애플리케이션과 사용자 사이에서만 분산서비스를 제공한다.","미들웨어는 애플리케이션과 운영체제, 하드웨어 사이에서 분산 시스템의 다양한 부분을 관리하고 통신하며 데이터를 교환하게 해주는 소프트웨어입니다."
"previous","220305",1,"소프트웨어설계",20,"소프트웨어 아키텍처와 관련한 설명으로 틀린것은?","","① 파이프 필터 아키텍처에서 데이터는 파이프를 통해 양방향으로 흐르며, 필터 이동 시 오버헤드가 발생하지 않는다.","② 외부에서 인식할 수 있는 특성이 담긴 소프트웨어의 골격이 되는 기본 구조로 볼수 있다.","③ 데이터 중심 아키텍처는 공유 데이터저장소를 통해 접근자 간의 통신이 이루어지므로 각 접근자의 수정과 확장이 용이하다.","④ 이해 관계자들의 품질 요구사항을 반영하여품질 속성을 결정한다.","① 파이프 필터 아키텍처에서 데이터는 파이프를 통해 양방향으로 흐르며, 필터 이동 시 오버헤드가 발생하지 않는다.","필터는 데이터를 처리하는 소프트웨어 모듈로, 데이터 처리 과정에서 필터를 이동해야 하는 경우, 필터의 전후 처리를 위한 오버헤드가 발생합니다."
"previous","220305",2,"소프트웨어개발",21,"테스트를 목적에 따라 분류했을 때,강도(Stress) 테스트에 대한 설명으로 옳은것은?","","① 시스템에 고의로 실패를 유도하고 시스템이정상적으로 복귀하는지 테스트한다.","② 시스템에 과다 정보량을 부과하여 과부하 시에도 시스템이 정상적으로 작동되는지를 테스트한다.","③ 사용자의 이벤트에 시스템이 응답하는 시간,특정 시간 내에 처리하는 업무량, 사용자 요구에 시스템이 반응하는 속도 등을 테스트한다.","④ 부당하고 불법적인 침입을 시도하여 보안시스템이 불법적인 침투를 잘 막아내는지 테스트한다.","② 시스템에 과다 정보량을 부과하여 과부하 시에도 시스템이 정상적으로 작동되는지를 테스트한다.","1은 복원력 테스트, 3은 성능 테스트, 4는 보안 테스트에 해당합니다."
"previous","220305",2,"소프트웨어개발",22,"다음 자료를 버블 정렬을 이용하여오름차순으로 정렬할 경우 PASS 3의 결과는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210814%2FDEVOLT_EXAM_MOCK_210814_22.gif?alt=media","① 6, 3, 5, 7, 9","② 3, 5, 6, 7, 9","③ 6, 7, 3, 5, 9","④ 3, 5, 9, 6, 7","② 3, 5, 6, 7, 9","버블 정렬은 서로 인접한 두 원소를 검사하여 정렬하는 알고리즘입니다."
"previous","220305",2,"소프트웨어개발",23,"다음 그래프에서 정점 A를 선택하여 깊이우선탐색(DFS)으로 운행한 결과는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210814%2FDEVOLT_EXAM_MOCK_210814_23.gif?alt=media","① ABECDFG","② ABECFDG","③ ABCDEFG","④ ABEFGCD","④ ABEFGCD","정점 A에서 시작하여 DFS를 수행하면 A-B-E-F-G-C-D 순서로 운행하게 되어 ABEFGCD가 됩니다."
"previous","220305",2,"소프트웨어개발",24,"다음 설명에 부합하는 용어로 옳은 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210814%2FDEVOLT_EXAM_MOCK_210814_24.gif?alt=media","① 통합 프로그램","② 저장소","③ 모듈","④ 데이터","③ 모듈","모듈은 하나의 기능을 수행하는 프로그램의 일부분으로, 독립적으로 개발하고 테스트할 수 있으며, 다른 모듈과 결합하여 하나의 큰 프로그램을 만들 수 있습니다."
"previous","220305",2,"소프트웨어개발",25,"테스트 드라이버(Test Driver)에 대한 설명으로 틀린 것은?","","① 시험대상 모듈을 호출하는 간이 소프트웨어이다.","② 필요에 따라 매개 변수를 전달하고 모듈을 수행한 후의 결과를 보여줄 수 있다.","③ 상향식 통합 테스트에서 사용된다.","④ 테스트 대상 모듈이 호출하는 하위 모듈의 역할을 한다.","④ 테스트 대상 모듈이 호출하는 하위 모듈의 역할을 한다.","테스트 드라이버는 시험대상 모듈을 호출하는 간이 소프트웨어로, 테스트 대상 모듈을 테스트하기 위한 입력값을 제공하고, 테스트 결과를 확인하는 역할을 합니다."
"previous","220305",2,"소프트웨어개발",26,"다음 중 선형 구조로만 묶인 것은?","","① 스택, 트리","② 큐, 데크","③ 큐, 그래프","④ 리스트, 그래프","② 큐, 데크","스택, 트리, 그래프는 모두 비선형 구조입니다."
