test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",1,"소프트웨어설계",1,"User Interface 설계 시 오류 메시지나 경고에 관한 지침으로 가장 거리가 먼 것은?","","① 메시지는 이해하기 쉬워야 한다.","② 오류로부터 회복을 위한 구체적인 설명이 제공되어야 한다.","③ 오류로 인해 발생 될 수 있는 부정적인 내용을 적극적으로 사용자들에게 알려야 한다.","④ 소리나 색의 사용을 줄이고 텍스트로만 전달하도록 한다.","④ 소리나 색의 사용을 줄이고 텍스트로만 전달하도록 한다.","오류 메시지와 경고는 사용자에게 오류나 위험 상황을 알리고, 이를 해결하거나 회피할 수 있도록 하기 위한 것입니다."
"previous","220305",1,"소프트웨어설계",2,"다음 중 애자일(Agile) 소프트웨어 개발에 대한 설명으로 틀린 것은?","","① 공정과 도구보다 개인과의 상호작용을 더 가치 있게 여긴다.","② 동작하는 소프트웨어보다는 포괄적인 문서를 가치 있게 여긴다.","③ 계약 협상보다는 고객과의 협력을 가치 있게 여긴다.","④ 계획을 따르기보다 변화에 대응하기를 가치 있게 여긴다.","② 동작하는 소프트웨어보다는 포괄적인 문서를 가치 있게 여긴다.","애자일 소프트웨어 개발은 빠른 반복을 통해 소프트웨어를 개발하는 방법론으로, 동작하는 소프트웨어를 빠르게 개발하고 피드백을 받아 다음 반복에 반영하는 것을 강조합니다."
"previous","220305",1,"소프트웨어설계",3,"소프트웨어 설계에서 요구사항 분석에 대한 설명으로 틀린 것은?","","① 소프트웨어가 무엇을 해야하는가를 추적하여 요구사항 명세를 작성하는 작업이다.","② 사용자의 요구를 추출하여 목표를 정하고 어떤 방식으로 해결할 것인지 결정하는 단계이다.","③ 소프트웨어 시스템이 사용되는 동안 발견되는 오류를 정리하는 단계이다.","④ 소프트웨어 개발의 출발점이면서 실질적인 첫 번째 단계이다.","③ 소프트웨어 시스템이 사용되는 동안 발견되는 오류를 정리하는 단계이다.","소프트웨어 시스템이 사용되는 동안 발견되는 오류를 정리하는 것은 요구사항 분석의 범위에 포함되지 않습니다."
"previous","220305",1,"소프트웨어설계",4,"객체지향 기법에서 상위 클래스의 메소드와 속성을 하위 클래스가 물려받는 것을 의미하는 것은?","","① Abstraction","② Polymorphism","③ Encapsulation","④ Inheritance","④ Inheritance","객체지향 기법에서 상위 클래스의 메소드와 속성을 하위 클래스가 물려받는 것을 의미하는 것은 상속(inheritance)입니다."
"previous","220305",1,"소프트웨어설계",5,"설계 기법 중 하향식 설계 방법과 상향식 설계 방법에 대한 비교 설명으로 가장 옳지 않은 것은?","","① 하향식 설계에서는 통합 검사 시 인터페이스가 이미 정의되어 있어 통합이 간단하다.","② 하향식 설계에서 레벨이 낮은 데이터 구조의 세부 사항은 설계초기 단계에서 필요하다.","③ 상향식 설계는 최하위 수준에서 각각의 모듈들을 설계하고 이러한 모듈이 완성되면 이들을 결합하여 검사한다.","④ 상향식 설계에서는 인터페이스가 이미 성립되어 있지 않더라도 기능 추가가 쉽다.","④ 상향식 설계에서는 인터페이스가 이미 성립되어 있지 않더라도 기능 추가가 쉽다.","상향식 설계에서는 최하위 모듈부터 설계를 진행하면서 상위 모듈로 올라갑니다."
"previous","220305",1,"소프트웨어설계",6,"자료흐름도(DFD)의 각 요소별 표기 형태의 연결이 옳지 않은 것은?","","① Process : 원","② Data Flow : 화살표","③ Data Store : 삼각형","④ Terminator : 사각형","③ Data Store : 삼각형","Data Store는 사각형을 사용하여 표기하며, 자료의 저장을 나타냅니다."
"previous","220305",1,"소프트웨어설계",7,"소프트웨어 개발에 이용되는 모델(Model)에 대한 설명 중 거리가 먼 것은?","","① 모델은 개발 대상을 추상화하고 기호나 그림 등으로 시각적으로 표현한다.","② 모델을 통해 소프트웨어에 대한 이해도를 향상시킬 수 있다.","③ 모델을 통해 이해 당사자 간의 의사소통이 향상된다.","④ 모델을 통해 향후 개발될 시스템의 유추는 불가능하다.","④ 모델을 통해 향후 개발될 시스템의 유추는 불가능하다.","모델은 실제 사물을 추상화하여 표현한 것으로, 현실 세계의 구조나 기능을 이해하고 표현하는 데 유용합니다."
"previous","220305",1,"소프트웨어설계",8,"다음의 설명에 해당하는 언어는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F220305%2FDEVOLT_EXAM_MOCK_220305_08.gif?alt=media","① JAVA","② C","③ UML","④ Python","③ UML","UML은 표준화된(범용) 모델링 언어입니다."
"previous","220305",1,"소프트웨어설계",9,"다음 내용이 설명하는 UI설계 도구는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F220305%2FDEVOLT_EXAM_MOCK_220305_09.gif?alt=media","① 스토리보드(Storyboard)","② 목업(Mockup)","③ 프로토타입(Prototype)","④ 유스케이스(Usecase)","② 목업(Mockup)","모양 위주로 만들면 목업(실물 크기의 모형)이고, 기능 위주로 만들면 프로토타입(시제품)입니다."
"previous","220305",1,"소프트웨어설계",10,"애자일(Agile) 기법 중 스크럼(Scrum)과 관련된 용어에 대한 설명이 틀린 것은?","","① 스크럼 마스터(Scrum Master)는 스크럼 프로세스를 따르고, 팀이 스크럼을 효과적으로 활용할 수 있도록 보장하는 역할 등을 맡는다.","② 제품 백로그(Product Backlog)는 스크럼 팀이 해결해야 하는 목록으로 소프트웨어 요구사항, 아키텍처 정의 등이 포함될 수 있다.","③ 스프린트(Sprint)는 하나의 완성된 최종 결과물을 만들기 위한 주기로 3달 이상의 장기간으로 결정된다.","④ 속도(Velocity)는 한 번의 스프린트에서 한 팀이 어느 정도의 제품 백로그를 감당할 수 있는지에 대한 추정치로 볼 수 있다.","③ 스프린트(Sprint)는 하나의 완성된 최종 결과물을 만들기 위한 주기로 3달 이상의 장기간으로 결정된다.","스크럼에서 스프린트는 하나의 완성된 최종 결과물을 만들기 위한 주기로 일반적으로 2주에서 4주 사이의 단기간으로 결정되며, 3달 이상의 장기간으로 결정되는 경우는 거의 없습니다."
