test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",1,"소프트웨어설계",1,"운영체제 분석을 위해 리눅스에서 버전을 확인하고자 할 때 사용되는 명령어는?","","① ls","② cat","③ pwd","④ uname","④ uname","uname은 운영체제의 이름, 버전, 아키텍처 등의 정보를 출력하는 명령어입니다. (가답안은 4번으로 발표되었지만, 확정답안은 2/4번이 모두 정답처리 된 문항입니다.)"
"previous","220305",1,"소프트웨어설계",2,"통신을 위한 프로그램을 생성하여 포트를 할당하고, 클라이언트의 통신 요청 시 클라이언트와 연결하는 내·외부 송·수신 연계기술은?","","① DB링크 기술","② 소켓 기술","③ 스크럼 기술","④ 프로토타입 기술","② 소켓 기술","소켓 기술은 통신을 위한 프로그램을 생성하고, 포트를 할당하여 클라이언트의 통신 요청을 수신하는 기술로, 다양한 네트워크 응용 프로그램에서 사용되는 필수적인 기술입니다."
"previous","220305",1,"소프트웨어설계",3,"객체지향 개념에서 연관된 데이터와 함수를 함께 묶어 외부와 경계를 만들고 필요한 인터페이스만을 밖으로 드러내는 과정은?","","① 메시지(Message)","② 캡슐화(Encapsulation)","③ 다형성(Polymorphism)","④ 상속(Inheritance)","② 캡슐화(Encapsulation)","캡슐화는 객체지향 프로그래밍의 4가지 기본 개념 중 하나로, 연관된 데이터와 함수를 함께 묶어 외부와 경계를 만드는 것을 말하며, 이를 통해 데이터를 외부로부터 보호하고, 코드를 재사용성을 높일 수 있습니다."
"previous","220305",1,"소프트웨어설계",4,"GoF(Gangs of Four) 디자인 패턴의 생성패턴에 속하지 않는 것은?","","① 추상 팩토리(Abstract Factory)","② 빌더(Builder)","③ 어댑터(Adapter)","④ 싱글턴(Singleton)","③ 어댑터(Adapter)","어댑터는 생성패턴이 아니라 구조패턴입니다."
"previous","220305",1,"소프트웨어설계",5,"응용프로그램의 프로시저를 사용하여 원격 프로시저를 로컬 프로시저처럼 호출하는 방식의 미들웨어는?","","① WAS(Web Application Server)","② MOM(Message Oriented Middleware)","③ RPC(Remote Procedure Call)","④ ORB(Object Request Broker)","③ RPC(Remote Procedure Call)","RPC는 응용 프로그램의 프로시저를 사용하여 원격 프로시저를 로컬 프로시저처럼 호출합니다. 즉, 응용 프로그램은 원격 프로시저를 호출하는 것처럼 보이지만, 실제로는 RPC 미들웨어가 원격 프로시저를 호출하고, 응용 프로그램에 결과를 전달합니다."
"previous","220305",1,"소프트웨어설계",6,"바람직한 소프트웨어 설계 지침이 아닌 것은?","","① 모듈의 기능을 예측할 수 있도록 정의한다.","② 이식성을 고려한다.","③ 적당한 모듈의 크기를 유지한다.","④ 가능한 모듈을 독립적으로 생성하고 결합도를 최대화한다.","④ 가능한 모듈을 독립적으로 생성하고 결합도를 최대화한다.","모듈의 결합도는 모듈 간의 의존도의 정도를 나타내는 지표이며, 결합도가 높을수록 모듈 간의 의존도가 높아져 유지보수가 어려워집니다."
"previous","220305",1,"소프트웨어설계",7,"객체지향 분석 방법론 중 Coad-Yourdon 방법에 해당하는 것은?","","① E-R 다이어그램을 사용하여 객체의 행위를 데이터 모델링하는데 초점을 둔 방법이다.","② 객체, 동적, 기능 모델로 나누어 수행하는 방법이다.","③ 미시적 개발 프로세스와 거시적 개발 프로세스를 모두 사용하는 방법이다.","④ Use-Case를 강조하여 사용하는 방법이다.","① E-R 다이어그램을 사용하여 객체의 행위를 데이터 모델링하는데 초점을 둔 방법이다.","Coad-Yourdon 방법은 객체지향 분석 방법론 중 하나로, 객체, 동적, 기능 모델로 나누어 수행하는 방법입니다."
"previous","220305",1,"소프트웨어설계",8,"다음은 어떤 프로그램 구조를 나타낸다. 모듈 F에서의 fan-in과 fan-out의 수는 얼마인가?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210307%2FDEVOLT_EXAM_MOCK_210307_08.gif?alt=media","① fan-in : 2, fan-out : 3","② fan-in : 3, fan-out : 2","③ fan-in : 1, fan-out : 2","④ fan-in : 2, fan-out : 1","② fan-in : 3, fan-out : 2","모듈 F를 제어하는 수는 B,C,D 총 3개(fan-in), 모듈 F가 제어하는 수는 G,H 총 2개(fan-out) 입니다."
"previous","220305",1,"소프트웨어설계",9,"현행 시스템 분석에서 고려하지 않아도 되는 항목은?","","① DBMS 분석","② 네트워크 분석","③ 운영체제 분석","④ 인적 자원 분석","④ 인적 자원 분석","인적 자원 분석은 시스템을 운영하고 유지하는데 필요한 인력의 수요, 역량, 업무 분담 등을 파악하는 과정으로 시스템의 운영 측면에 해당하는 분석이므로, 현행 시스템 분석에서는 고려하지 않아도 되는 항목입니다."
"previous","220305",1,"소프트웨어설계",10," 시스템의 **운영 측면**에 해당하는 분석이므로, 현행 시스템 분석에서는 고려하지 않아도 되는 항목입니다.","","① 미들웨어","② 하드웨어","③ 오픈허브웨어","④ 그레이웨어","① 미들웨어","분산 컴퓨팅 환경에서는 서로 다른 기종, 프로토콜, 통신환경 등이 사용되는 경우가 많은데, 이러한 환경에서 응용프로그램과 운영환경 간의 통신을 위해서는 미들웨어를 사용합니다."
