test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",1,"소프트웨어설계",1,"XP(eXtreme Programming)의 기본원리로 볼 수 없는 것은?","","① Linear Sequential Method","② Pair Programming","③ Collective Ownership","④ Continuous Integration","① Linear Sequential Method","XP는 애자일 개발 방법론으로, 요구사항의 변화에 유연하게 대응하기 위해 반복적이고 점진적인 개발을 지향하는 반면, Linear Sequential Method는 요구사항을 수립한 후, 순차적으로 개발을 진행하는 방법으로, 요구사항의 변화에 대응하기 어렵습니다."
"previous","220305",1,"소프트웨어설계",2,"럼바우(Rumbaugh) 객체지향 분석 기법에서 동적 모델링에 활용되는 다이어그램은?","","① 객체 다이어그램(Object Diagram)","② 패키지 다이어그램(Package Diagram)","③ 상태 다이어그램(State Diagram)","④ 자료 흐름도(Data Flow Diagram)","③ 상태 다이어그램(State Diagram)","럼바우(Rumbaugh) 객체지향 분석 기법은 객체지향 분석 및 설계(OOAD)에 사용되는 모델링 기법입니다. 이 기법은 정적 모델링과 동적 모델링으로 구성되며, 동적 모델링은 시스템의 동작을 표현하는 모델링이며, 상태 다이어그램과 활동 다이어그램을 사용합니다."
"previous","220305",1,"소프트웨어설계",3,"CASE(Computer Aided Software Engineering)의 주요 기능으로 옳지 않은 것은?","","① S/W 라이프 사이클 전 단계의 연결","② 그래픽 지원","③ 다양한 소프트웨어 개발 모형 지원","④ 언어 번역","④ 언어 번역","언어 번역은 소프트웨어 개발 과정에 포함되지 않는 기능입니다."
"previous","220305",1,"소프트웨어설계",4,"객체지향 기법의 캡슐화(Encapsulation)에 대한 설명으로 틀린 것은?","","① 인터페이스가 단순화 된다.","② 소프트웨어 재사용성이 높아진다.","③ 변경 발생 시 오류의 파급효과가 적다.","④ 상위 클래스의 모든 속성과 연산을 하위 클래스가 물려받는 것을 의미한다.","④ 상위 클래스의 모든 속성과 연산을 하위 클래스가 물려받는 것을 의미한다.","상위 클래스의 속성과 연산을 하위 클래스가 물려받는 것은 상속(Inheritance)의 개념입니다."
"previous","220305",1,"소프트웨어설계",5,"다음 내용이 설명하는 객체지향 설계 원칙은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200926%2FDEVOLT_EXAM_MOCK_200926_05.gif?alt=media","① 인터페이스 분리 원칙","② 단일 책임 원칙","③ 개방 폐쇄의 원칙","④ 리스코프 교체의 원칙","① 인터페이스 분리 원칙","인터페이스 분리 원칙은 인터페이스를 작고 응집력 있는 단위로 분리하여, 클라이언트와 구현체 간의 결합도를 낮추고 유연성과 확장성을 높이는 것을 목적으로 합니다."
"previous","220305",1,"소프트웨어설계",6,"파이프 필터 형태의 소프트웨어 아키텍처에 대한 설명으로 옳은 것은?","","① 노드와 간선으로 구성된다.","② 서브시스템이 입력데이터를 받아 처리하고 결과를 다음 서브시스템으로 넘겨주는 과정을 반복한다.","③ 계층 모델이라고도 한다.","④ 3개의 서브시스템(모델, 뷰, 제어)으로 구성되어 있다.","② 서브시스템이 입력데이터를 받아 처리하고 결과를 다음 서브시스템으로 넘겨주는 과정을 반복한다.","파이프 필터 형태의 소프트웨어 아키텍처는 데이터 스트림을 처리하는 데 사용되는 아키텍처입니다. 이 아키텍처는 데이터 스트림을 처리하는 데 필요한 기능을 여러 개의 필터로 분리하여 구성하며, 각 필터는 입력 데이터를 받아 처리하고, 처리 결과를 다음 필터로 넘겨줍니다."
"previous","220305",1,"소프트웨어설계",7,"코드화 대상 항목의 중량, 면적, 용량 등의 물리적 수치를 이용하여 만든 코드는?","","① 순차 코드","② 10진 코드","③ 표의 숫자 코드","④ 블록 코드","③ 표의 숫자 코드","표의 숫자 코드는 코드화 대상 항목의 물리적 수치를 직접 코드에 적용하는 코드입니다."
"previous","220305",1,"소프트웨어설계",8,"디자인 패턴 사용의 장٠단점에 대한 설명으로 거리가 먼 것은?","","① 소프트웨어 구조 파악이 용이하다.","② 객체지향 설계 및 구현의 생산성을 높이는데 적합하다.","③ 재사용을 위한 개발 시간이 단축된다.","④ 절차형 언어와 함께 이용될 때 효율이 극대화된다.","④ 절차형 언어와 함께 이용될 때 효율이 극대화된다.","디자인 패턴은 객체지향 프로그래밍에서 사용되는 설계 원칙과 패턴을 말하며, 절차형 언어에서는 적용할 수 없습니다."
"previous","220305",1,"소프트웨어설계",9,"DFD(data flow diagram)에 대한 설명으로 틀린 것은?","","① 자료 흐름 그래프 또는 버블(bubble) 차트라고도 한다.","② 구조적 분석 기법에 이용된다.","③ 시간 흐름을 명확하게 표현할 수 있다.","④ DFD의 요소는 화살표, 원, 사각형, 직선(단선/이중선)으로 표시한다.","③ 시간 흐름을 명확하게 표현할 수 있다.","DFD는 데이터 흐름을 표현하는 도구로, 시간 흐름을 표현하는 것은 아닙니다."
"previous","220305",1,"소프트웨어설계",10,"그래픽 표기법을 이용하여 소프트웨어 구성 요소를 모델링하는 럼바우 분석 기법에 포함되지 않는 것은?","","① 객체 모델링","② 기능 모델링","③ 동적 모델링","④ 블랙 박스 분석 모델링","④ 블랙 박스 분석 모델링","럼바우 분석 기법은 객체 모델링, 기능 모델링, 동적 모델링의 세 가지 모델링 기법을 사용하여 소프트웨어 구성 요소를 모델링하는 기법입니다."
